radius area area area 
 218.497 2380 4544 1293 
 217.499 2295 4672 1401 
 221.988 114 4591 2016 
 216.99 198 4459 887 
 218.497 2365 4304 755 
 219.494 1824 4333 658 
 219.995 2061 4152 1157 
 219.494 2183 4277 768 
 217.499 2100 4182 600 
 219.995 2039 4482 1035 
 218.997 2243 4581 728 
 218.997 231 4200 785 
 218.497 2110 4487 1818 
 217.997 2568 4351 2138 
 222.997 2231 4520 1330 
 219.995 2403 4645 1777 
 217.997 283 4316 2207 
 216.492 2432 4246 1346 
 221.494 2329 4514 1348 
 220.497 2299 4479 1247 
 218.997 2287 4102 802 
 219.995 1951 4202 729 
 218.997 2141 4108 1020 
 220.497 2046 4126 702 
 217.997 2460 4356 1244 
 220.497 154 4252 1421 
 216.492 2280 4235 1455 
 218.497 2167 4308 2165 
 217.997 2315 4380 1151 
 217.499 213 4156 888 
 217.499 2178 4079 906 
 1612 4010 368 
 216.492 2196 3935 1160 
 215.974 2312 4380 745 
 218.497 2915 4301 1482 
 219.494 2522 4236 2215 
 217.499 2597 4225 1730 
 220.497 113 4629 1780 
 222.492 2891 4530 2486 
 217.997 2984 4388 2430 
 220.497 2703 4176 2151 
 221.988 2489 4655 2151 
 218.497 162 4536 2267 
 215.974 119 4559 2294 
 217.997 2538 4280 2191 
 219.995 2457 4312 2228 
 216.492 201 4657 2221 
 218.497 126 4394 2248 
 217.997 115 4479 2326 
 218.497 117 4539 2483 
 219.494 112 4610 2487 
 215.974 2412 4606 2462 
 216.99 2221 4543 2375 
 219.995 2079 4361 2327 
 219.494 2209 4249 1846 
 216.492 2186 4331 2255 
 218.497 2346 4453 1791 
 219.995 2164 4472 2356 
 218.497 2503 4609 2602 
 219.494 160 4710 2621 
 217.997 144 4681 2698 
 217.997 2511 4580 2640 
 220.995 116 4627 2682 
 216.99 112 4944 1624 
 219.995 129 4840 2921 
 423.995 172 4771 2965 
 218.997 124 4775 2924 
 222.492 140 4856 2982 
 221.988 171 4816 2818 
 217.997 188 4871 2923 
 218.997 2603 4823 2938 
 218.997 381 4938 2982 
 218.997 130 4784 2980 
 217.997 4996 1896 2990 
 219.995 1991 4935 2777 
 222.997 151 4649 2711 
 221.988 133 4637 2546 
 218.497 199 4528 2514 
 225.999 127 4666 2439 
 219.494 114 5383 2986 
 224.488 2294 5537 3281 
 223.485 1975 5502 3467 
 224.488 2108 5627 3495 
 219.494 120 5670 3557 
 217.997 118 5676 3526 
 215.974 17377 5604 3546 
 220.497 2474 5556 3613 
 217.997 1133 5691 3652 
 216.99 129 5949 3677 
 217.499 2240 5906 3968 
 218.997 2340 5801 3845 
 217.997 127 5876 3808 
 219.494 2189 5862 3853 
 219.494 2004 6003 3937 
 219.494 2222 5966 4022 
 224.975 2105 5905 3971 
 216.99 114 5995 3845 
 218.997 2309 5944 3880 
 219.494 2234 5955 3820 
 215.49 115 5900 3867 
 218.497 2189 5845 3918 
 2092 5922 3917 
 219.494 1913 6084 3867 
 218.497 138 6162 4042 
 217.997 2356 6084 4083 
 219.995 139 6041 4065 
 217.997 2417 6017 3919 
 218.497 2263 5808 3938 
 219.995 2291 5863 3787 
 221.494 2440 5727 3824 
 221.988 111 6031 3752 
 219.494 2166 6001 3814 
 219.494 1899 6324 4000 
 221.494 115 6517 4206 
 219.995 1906 6493 4650 
 218.997 2241 6353 4635 
 219.494 112 6145 4346 
 218.497 2288 5889 4089 
 217.499 1907 5540 3775 
