radius area area area 
 217.997 2633 4793 2511 
 219.494 2226 4832 2410 
 220.497 2280 4788 2455 
 216.99 2527 4634 2231 
 218.497 2614 4502 2216 
 218.497 2529 4603 2117 
 218.497 112 4564 2093 
 220.497 114 4609 2069 
 219.494 127 4583 2053 
 216.99 2625 4572 1000 
 218.997 2951 4538 1835 
 218.497 139 4738 1465 
 217.997 364 4721 2124 
 220.995 2846 4654 2142 
 216.99 2750 4540 2011 
 219.494 139 4564 1063 
 216.99 305 4519 794 
 218.497 2725 4552 1351 
 217.499 2714 4702 1394 
 221.494 113 4618 1157 
 216.99 195 4447 881 
 218.497 2794 4178 750 
 219.494 2240 4232 647 
 220.497 2454 4125 1084 
 219.494 2619 4259 762 
 217.499 2554 4162 582 
 219.995 2437 4327 1030 
 218.997 2612 4577 723 
 218.997 250 4226 793 
 218.497 2406 4496 1849 
 218.497 2813 4348 1408 
 222.997 2490 4508 1335 
 219.995 2538 4673 1781 
 217.997 284 4473 2204 
 216.492 2480 4236 1355 
 221.494 2428 4528 1348 
 220.995 2348 4473 1260 
 218.997 2360 4139 811 
 219.995 1997 4141 745 
 218.997 111 4122 995 
 220.497 4148 1689 
 217.997 2448 4349 1250 
 220.497 164 4294 1784 
 216.492 2225 4223 1470 
 217.997 2066 2165 
 217.997 2163 4384 1157 
 216.99 217 4167 882 
 217.499 1982 4093 916 
 219.995 1612 4066 376 
 216.492 2003 3938 1160 
 215.49 2043 4224 1867 
 218.497 2741 4320 1486 
 219.494 2412 4271 2219 
 217.499 2384 4251 1719 
 220.497 119 4581 1806 
 222.492 2660 4521 2473 
 218.497 2667 4423 2417 
 220.497 2439 4188 2136 
 221.988 2298 4634 2151 
 218.497 161 4540 
 216.492 124 4560 2297 
 217.997 2327 4276 2205 
 219.995 2423 4337 2233 
 215.974 191 4629 2236 
 217.997 122 4374 2238 
 217.997 113 4472 2313 
 217.997 117 4543 2448 
 111 4619 2480 
 215.974 2445 4621 2474 
 216.99 2249 4538 2369 
 2123 2332 
 219.494 2285 4242 1873 
 215.974 2245 4327 2251 
 218.497 2389 4444 1788 
 4471 2466 
 218.497 2552 4613 2596 
 219.494 4689 2613 
 217.997 148 4693 2696 
 217.997 2522 4559 2636 
 221.494 118 4629 2666 
 216.99 1630 
 219.494 2048 4970 2959 
 423.995 179 4778 2951 
 218.997 124 4779 2918 
 221.988 172 4845 2956 
 221.988 176 4818 2815 
 217.997 183 4903 2914 
 218.997 2696 4794 2931 
 218.497 385 4951 2983 
 218.497 129 4795 2979 
 217.997 2041 4973 2985 
 220.497 112 4923 2759 
 222.997 157 4642 2729 
 221.494 133 4654 2533 
 217.997 203 4522 2515 
 225.494 2299 4650 2449 
 219.494 113 5391 2991 
 224.488 2054 5525 3275 
 1818 5505 3466 
 224.488 1949 5624 3505 
 219.494 113 5670 3567 
 2040 5683 3519 
 215.974 12198 5625 3559 
 220.497 2242 5548 3595 
 217.997 112 5698 3655 
 216.99 132 5955 3665 
 217.499 2059 5929 3975 
 218.997 2217 5800 3850 
 217.997 127 5868 3790 
 219.494 2051 5876 3838 
 219.494 1984 6006 3963 
 218.997 2227 5949 4030 
 224.975 1986 5909 3992 
 216.99 2201 6000 3856 
 218.997 2213 5949 3897 
 219.494 2182 5940 3814 
 215.974 120 5904 3855 
 218.497 2179 5856 3910 
 216.99 2099 5929 3903 
 218.997 1937 6086 3869 
 218.497 134 6179 4038 
 217.499 2368 6152 4091 
 219.995 2386 6030 4055 
 217.997 2515 6179 3916 
 217.499 2411 5844 3924 
 219.995 2482 5886 3781 
 221.494 2645 5721 3831 
 221.988 111 5995 3764 
 219.494 2473 5903 3817 
 219.995 2160 6299 4010 
 221.494 119 6501 4210 
 219.995 2256 6487 4638 
 219.494 2550 6385 4639 
 219.494 115 6192 4312 
 218.497 2672 5891 4117 
 217.499 2282 5537 3715 
 216.99 2645 5386 3572 
 218.497 143 5266 3297 
 218.497 132 5095 3164 
 219.995 131 5192 3070 
 218.997 188 4800 3007 
 220.995 2394 5057 2845 
 221.494 165 4881 2880 
 219.494 113 5102 2762 
 217.499 2413 5048 2805 
 217.499 2630 4972 2736 
 218.497 2660 4921 2632 
 216.492 2834 4947 2705 
 218.997 2577 4790 2481 
 217.997 2740 4798 2531 
 219.494 143 4854 2407 
 220.995 2390 4777 2462 
 216.99 2585 4625 2230 
 218.497 2622 4496 2234 
 218.497 2490 4608 2103 
 218.497 2564 4590 2113 
 220.497 115 4607 2063 
 219.494 125 4574 2052 
 216.99 2504 4572 878 
 218.997 2688 4582 1849 
 218.497 270 4767 1473 
 217.997 345 4688 2124 
 220.995 2478 4689 2141 
 216.99 2317 4550 2028 
 218.997 139 4607 1081 
 216.99 297 4458 810 
 218.497 2422 4556 1292 
 217.499 125 4684 1399 
 221.988 113 4599 1149 
 216.99 192 4452 1080 
 218.497 2408 4292 745 
 219.995 1925 4220 649 
 219.995 2163 4156 1154 
 219.494 2390 4264 766 
 217.499 2304 4162 594 
 219.995 2242 4311 900 
 218.997 2439 4583 721 
 218.997 245 4215 785 
 217.997 2337 4505 1836 
 218.497 2734 4339 1020 
 223.485 2356 4499 1335 
 219.995 2501 4706 2238 
 217.997 281 4468 2206 
 216.492 2463 4237 2024 
 221.494 2469 4535 1347 
 220.497 2366 4489 1250 
 218.997 2411 4104 813 
 219.995 2003 4283 738 
