radius area area area 
 218.997 2750 4797 2509 
 217.997 2939 4797 2508 
 219.494 143 4870 2414 
 220.497 2498 4779 2454 
 216.99 2685 4639 2236 
 218.497 2672 4478 2254 
 218.497 2544 4599 2120 
 218.497 112 4596 2130 
 220.497 2912 4601 2083 
 219.494 127 4594 2033 
 216.99 2538 4611 1025 
 218.497 2795 4564 2040 
 218.497 208 4779 1471 
 217.997 315 4713 2131 
 219.494 2586 4684 2140 
 216.99 2503 4553 2007 
 219.494 142 4600 1080 
 216.99 303 4533 821 
 218.497 2428 4568 1319 
 217.499 2355 4678 1422 
 221.494 116 4595 1184 
 216.99 195 4499 1100 
 217.499 2444 4275 764 
 219.494 1870 4285 660 
 219.995 2142 4198 977 
 219.494 2230 4249 778 
 217.499 2124 4211 604 
 219.995 2035 4536 1057 
 218.997 2242 4422 737 
 218.997 149 4241 797 
 217.997 2134 4372 1854 
 218.497 2502 4390 2156 
 223.485 2136 4552 1353 
 219.995 2369 4689 1807 
 217.997 288 4497 2269 
 216.492 2362 4261 1391 
 221.494 2274 4553 1367 
 220.995 2284 4500 1265 
 218.997 2291 4168 821 
 219.995 1920 4320 756 
 218.997 2125 4149 1006 
 220.497 1924 4183 1685 
 217.997 2456 4300 1269 
 220.497 158 2196 
 216.492 2224 4313 1486 
 217.997 2120 4334 2224 
 217.997 2260 4397 2060 
 217.499 211 4197 910 
 217.499 2163 4259 918 
 1601 4035 375 
 216.492 2217 3936 1170 
 215.974 2288 4259 1882 
 218.497 2907 4317 1488 
 219.494 2561 4270 2259 
 217.499 2601 4244 2113 
 220.497 115 4615 1804 
 222.492 2885 4543 2467 
 217.997 2983 4402 2413 
 220.497 2684 4163 2147 
 221.988 2568 4666 1295 
 218.497 155 4527 2280 
 215.974 119 4562 2303 
 217.997 2635 4250 2193 
 219.995 2502 4342 2251 
 215.974 207 4656 2237 
 217.997 128 4376 2259 
 217.997 118 4489 2330 
 218.497 117 4543 2477 
 218.997 115 4609 2506 
 215.974 2531 4632 2483 
 216.99 2430 4377 2394 
 219.995 2209 4372 2349 
 219.494 2339 4248 1843 
 215.974 2280 4354 2277 
 218.497 2451 4639 1799 
 219.995 2210 4498 2508 
 218.497 2506 4620 2600 
 219.494 152 4708 2634 
 217.499 140 4703 2708 
 217.997 2502 4592 2662 
 218.997 114 4630 2699 
 216.99 114 4987 1627 
 128 4823 2956 
 423.995 183 4797 2982 
 218.997 127 4797 2944 
 222.492 171 4843 2981 
 221.988 168 4848 2829 
 217.997 186 4878 1441 
 218.997 2622 4826 2941 
 218.997 386 4954 2986 
 218.997 131 4815 2986 
 217.997 1897 4973 2998 
 219.995 1996 4939 2769 
 222.997 154 4641 2713 
 221.988 135 4647 2562 
