radius area area area 
 225.999 165 4072 2267 
 219.995 13450 4693 2768 
 229.486 17432 4965 3057 
 220.995 1910 4999 3212 
 224.488 2037 5043 3271 
 219.494 122 5134 3338 
 217.997 121 5108 3298 
 216.492 119 5115 3368 
 219.995 2339 4939 3357 
 217.997 1133 5050 3369 
 216.99 129 5416 3421 
 217.499 2080 5425 3755 
 218.997 114 5274 3618 
 217.997 133 5318 3571 
 219.494 1994 5413 3647 
 222.997 1735 5499 3735 
 220.497 2142 5458 3816 
 224.488 1976 5396 3761 
 216.99 2176 5456 3639 
 219.494 2146 5328 3640 
 221.988 2105 5393 3634 
 215.974 145 5359 3640 
 218.497 126 5271 3686 
 215.974 17627 5318 3685 
 218.997 1903 5506 3675 
 218.497 2030 5668 3852 
 220.497 2318 5639 3859 
 219.995 1079 5429 3856 
 217.997 2423 5469 3736 
 217.499 2288 5286 3694 
 219.995 2335 5200 3567 
 222.997 2498 5178 3599 
 222.492 2385 5278 3558 
 219.494 2277 5302 
 219.995 2010 5612 3807 
 221.988 115 5745 3943 
 219.995 2126 5676 4223 
 219.995 2393 5341 4061 
 219.995 115 5189 3770 
 217.997 2554 4990 3539 
 217.499 2232 4676 3304 
 217.997 2581 4527 3119 
 218.497 164 4504 2935 
 217.997 131 4417 2881 
 219.995 138 4490 2833 
 218.997 210 4188 2783 
 219.995 2545 2611 
 221.494 179 1522 
 219.494 124 4173 2504 
 217.499 117 2559 
 217.499 2787 4135 2510 
 218.497 2765 4156 2461 
 216.492 3006 4137 2504 
 218.997 2663 4041 2292 
 217.997 2816 3973 2310 
 219.494 163 4003 975 
 219.995 3962 1572 
 216.99 118 3838 2053 
 218.497 2583 3701 2047 
 217.997 2456 3779 900 
 218.497 126 3776 1390 
 220.497 121 3755 1879 
 219.494 129 3768 1846 
 216.99 2546 3757 690 
 218.497 2817 3715 1657 
 217.997 222 3923 1055 
 217.997 364 3924 1308 
 219.494 2578 3923 937 
 216.99 2471 3820 635 
 218.997 147 3750 876 
 216.99 328 3655 717 
 218.497 2381 3741 694 
 216.99 129 3792 1241 
 221.988 117 3762 657 
 216.99 197 3563 492 
 217.997 2280 3500 389 
 219.494 1814 3489 588 
 2095 3497 730 
 217.997 2180 3434 646 
 217.499 2125 3382 499 
 219.995 2068 3392 739 
