radius area area area 
 218.997 2272 4155 797 
 219.995 1891 4217 742 
 218.997 112 4131 1030 
 220.497 1918 4167 1661 
 217.997 2418 4363 1253 
 220.995 159 4321 1796 
 216.492 2245 4293 1476 
 217.997 2129 4317 2194 
 217.997 2270 4363 1150 
 217.499 221 4163 899 
 217.997 2166 4083 909 
 219.995 1616 4011 365 
 216.492 2216 3927 1144 
 215.49 2279 4256 1885 
 218.497 2903 4320 1481 
 219.494 2571 4256 2239 
 217.499 2573 4229 1744 
 220.497 111 4618 1819 
 222.492 2876 4510 2485 
 217.997 2975 4418 2412 
 220.497 2689 4184 2142 
 221.988 2559 4651 2149 
 218.497 157 4511 2275 
 215.974 125 4534 2297 
 217.997 2605 4256 2193 
 219.995 2547 4348 2237 
 216.492 202 4634 2247 
 218.497 126 4389 2252 
 217.997 117 4475 2324 
 218.497 119 4537 2478 
 219.494 2127 4612 2494 
 216.492 2480 4636 2479 
 216.99 2384 4365 2375 
 219.995 2205 4392 2342 
 218.997 2348 4250 1845 
 216.492 2285 4357 2266 
 218.497 2412 4447 1789 
 219.995 2186 4495 2369 
 218.497 2511 4620 2611 
 219.494 160 4706 2621 
 217.499 141 4689 2707 
 217.997 2507 4598 2636 
 221.494 118 4633 2707 
 216.99 113 1628 
 219.995 129 4799 2940 
 423.995 178 2972 
 218.997 123 4800 2938 
 222.492 174 4851 2979 
 221.988 169 4818 2822 
 217.997 4906 1431 
 218.997 2640 4817 2920 
 218.497 4929 2988 
 218.997 128 4815 2986 
 217.997 5001 2982 
 219.995 1872 4921 2762 
 222.997 4639 2684 
 221.494 152 4687 2545 
 217.997 204 4534 2515 
 225.999 2306 4636 2457 
 219.494 114 5358 2992 
 224.488 2149 5500 3289 
 219.995 1905 5499 
 224.488 2075 5595 3514 
 219.494 118 5649 3572 
 117 5691 3540 
 215.974 17449 5627 3555 
 220.497 2388 5558 3615 
 217.997 116 5702 3670 
 216.99 132 5940 3659 
 217.499 2074 5899 3963 
 218.997 112 5810 3851 
 217.997 122 5893 3813 
 2114 5919 3838 
 1951 6039 3947 
 219.494 2171 5960 4023 
 224.975 2061 5907 3998 
 216.99 2347 5995 3859 
 218.997 2366 5938 3884 
 219.995 2328 5951 3829 
 215.974 119 5896 3840 
 218.497 2195 5853 3901 
 216.99 2088 5929 3921 
 218.997 1914 6088 3859 
 218.497 2084 6173 4035 
 217.997 2365 6094 4079 
 219.995 2274 6036 4077 
 217.997 2421 6028 3901 
 217.499 2299 5821 3928 
 219.995 2338 5873 3784 
 221.494 2481 5752 3852 
 221.494 2339 6044 3762 
 218.997 2230 6010 3820 
 219.494 1947 6164 4023 
 221.494 120 6532 4209 
 219.995 1963 6523 4645 
 219.494 2313 6375 4656 
 219.494 2571 6210 4347 
 218.497 2370 5867 4114 
 217.499 1976 5566 3754 
 217.499 2330 5411 3568 
 140 5284 3323 
 217.997 2168 5132 3170 
 219.995 125 5201 3103 
 218.997 132 4809 3026 
 2254 5071 2829 
 221.494 167 4861 2879 
 219.494 117 5096 2761 
 2361 5048 2795 
 217.997 2557 4993 2730 
 218.497 2547 4930 2655 
 216.492 2571 4962 2697 
 218.997 2424 4792 2499 
 217.997 2635 4792 2539 
 219.494 149 4833 2406 
 220.995 2370 4806 2460 
 216.99 112 4632 2236 
 218.497 2634 4495 2227 
 218.497 2531 4581 2131 
 218.497 111 4569 2115 
 220.497 2859 4604 2058 
 219.494 122 4568 2047 
 216.99 2644 4576 996 
 218.997 2965 4546 1853 
 218.497 112 4741 1479 
 217.997 366 4723 2119 
 2866 4661 2123 
 216.99 2779 4567 1987 
 218.997 137 4578 1058 
 216.99 217 4500 791 
 218.497 2683 4558 1352 
 217.499 2697 4705 1404 
 221.988 113 4635 1150 
 216.99 193 4395 898 
 219.494 2751 4329 758 
 219.494 2228 4236 658 
 220.497 2465 4168 1156 
 219.494 2585 4290 762 
 217.499 2525 4210 592 
 219.995 2422 4515 1035 
 219.494 2634 4593 730 
 218.997 255 4250 791 
 217.997 2404 4501 1849 
 217.997 2721 4371 2158 
 223.986 2399 4531 1345 
 219.995 2507 4700 1782 
 217.997 280 4328 2223 
 216.492 2470 4266 2057 
 221.494 2437 4542 1356 
 220.995 2353 4486 1263 
 218.997 2344 4147 807 
 219.995 1901 4291 745 
 218.997 2164 4138 1003 
 220.497 1986 4149 1694 
 217.997 2401 4375 1271 
 220.497 160 4301 1791 
 216.492 2199 4260 1482 
 217.997 2078 4316 2195 
 217.997 2217 4360 1159 
 216.99 218 4197 897 
 217.499 1983 4243 917 
 219.995 1629 4061 382 
 216.492 2006 3954 1168 
 215.974 2161 4245 1881 
 218.497 2750 4335 1479 
 219.494 2509 4261 2227 
 217.499 2409 4228 1739 
 220.497 115 4619 1814 
 222.492 2666 4532 2479 
 217.997 2715 4412 2421 
 220.497 2463 4196 2147 
 221.988 2318 4623 2144 
 218.497 157 4557 2268 
 215.974 119 4561 2289 
 217.997 2411 4274 2208 
 219.995 2467 4337 2233 
 215.974 183 4653 2226 
 217.997 122 4363 2252 
 217.997 114 4466 2316 
 218.497 113 4545 2455 
 218.997 114 4610 2470 
 215.974 2493 4626 2472 
 216.99 2390 4551 2357 
 219.995 2197 4380 2336 
 219.494 2339 4249 2213 
 216.492 2278 4329 2259 
 218.497 2433 4444 2382 
 219.995 2242 4482 2474 
 218.497 2516 4607 2589 
 219.494 159 4713 2642 
 217.499 151 4681 2684 
 217.997 2653 4573 2648 
 221.494 122 4648 2683 
 216.99 111 4789 1630 
 219.494 133 4802 2954 
 424.498 173 4784 2971 
 218.997 129 4796 2937 
 221.988 170 4856 2982 
 221.988 176 4817 2810 
 217.997 188 4898 1421 
 218.997 2645 4802 2031 
 218.497 384 4948 2997 
 218.997 120 4784 2975 
 217.997 1894 4959 3005 
 219.995 1950 4936 2774 
 222.997 151 4664 2699 
 221.494 136 4660 2541 
 217.997 205 4537 2524 
 225.494 170 4650 2448 
 219.494 115 5396 2983 
 224.488 1990 5504 3297 
 223.485 1719 5508 3469 
 224.488 1930 5593 3515 
 219.494 113 5660 3574 
 217.997 2129 5693 3533 
 215.974 17274 5612 3562 
 220.497 2252 5551 3616 
 217.997 113 5705 3660 
 216.99 130 5966 3686 
 217.499 2054 5913 3969 
 218.997 2221 5808 3855 
 217.997 122 5853 3819 
 219.494 2030 5873 3848 
 219.494 1882 6011 3995 
 219.494 2149 5948 4048 
 224.975 1994 5924 3979 
 216.99 2221 6001 3874 
 218.997 2202 5928 3896 
 219.494 2220 5953 3832 
 215.974 114 5885 3866 
 218.497 2172 5836 3909 
 216.99 17808 5953 3921 
 218.997 1951 6077 3859 
 218.497 2119 6183 4029 
 217.997 2515 6159 4095 
 219.995 134 6056 4077 
 217.997 2584 6063 3914 
 217.499 2481 5871 3946 
 219.995 2548 5871 3781 
 221.494 2707 5726 3840 
 221.988 112 6006 3758 
 219.494 2504 5887 3814 
 219.494 2178 6322 3999 
 221.494 116 6487 4204 
 219.995 2255 6499 4653 
 219.494 2553 6408 4643 
 219.494 112 6207 4343 
 218.497 2650 5888 4118 
 217.499 2255 5537 3730 
 216.99 2586 5406 3587 
 218.497 149 5239 3307 
 217.997 126 5086 3176 
 219.995 130 5186 3088 
 218.997 174 4805 3004 
 220.995 2350 5087 2848 
 221.494 160 4888 2890 
 219.494 116 5104 2759 
 217.499 2424 5063 2790 
 217.997 2616 4989 2728 
 217.997 2663 4927 2631 
 216.492 2829 4945 2713 
 218.997 2521 4800 2490 
 217.997 2712 4784 2532 
 219.494 145 4830 2414 
 220.497 2360 4799 2451 
 216.99 112 4630 2220 
 218.497 2603 4484 2224 
 218.497 2458 4632 2119 
 218.497 125 4583 2119 
 220.497 112 4596 2072 
 219.494 123 4572 2047 
 216.99 2421 4567 881 
 218.497 2682 4565 1873 
 218.497 269 4765 1464 
 217.997 166 4719 2125 
 220.995 2527 4670 2144 
 216.99 2418 4555 2025 
 218.997 138 4586 1078 
 216.99 311 4456 816 
 218.497 2467 4557 1312 
 216.99 2360 4680 1391 
 221.988 115 4616 1152 
 216.99 191 4473 1096 
 219.494 2504 4316 749 
 219.494 2015 4228 653 
 220.497 2256 4162 1160 
 219.494 2454 4274 770 
 217.499 2331 4191 595 
 219.995 2332 4489 1038 
 219.494 2525 4595 727 
 218.997 244 4240 796 
 218.497 2429 4501 1662 
 218.497 2799 4376 1030 
