radius area area area 
 218.497 128 4016 2232 
 218.997 1221 4009 2310 
 216.492 2344 3874 2253 
 216.492 2242 3673 2089 
 220.497 2091 3726 2040 
 217.499 2142 3704 1495 
 216.492 2053 3639 2028 
 218.497 2304 3782 1336 
 216.492 2172 3813 1843 
 217.997 2419 3897 2290 
 239.486 153 3950 2310 
 217.997 2400 4056 2455 
 217.997 116 4022 2432 
 218.997 118 3948 1274 
 217.499 1450 4108 1183 
 218.497 125 4184 1670 
 422.997 121 4272 2681 
 216.99 115 4024 2538 
 220.497 146 3935 2430 
 216.492 2277 3963 2372 
 218.497 190 4065 1178 
 218.497 316 4103 1606 
 220.995 369 4322 2390 
 219.995 145 4224 2635 
 218.497 2288 4191 2604 
 217.997 2070 4185 2485 
 222.997 156 4075 2391 
 224.975 2096 4005 2255 
 218.497 201 3951 2296 
 221.494 2244 3936 2197 
 222.492 1747 4635 2734 
 221.494 2358 4973 3024 
 219.494 1781 5003 3112 
 220.497 2004 5115 3282 
 222.492 135 5087 3334 
 216.492 126 5112 3342 
 216.99 113 5133 3294 
 218.997 2139 4940 3338 
 217.997 121 5030 3309 
 217.997 127 5389 3317 
 216.99 2105 5411 3712 
 218.497 2375 5304 3649 
 217.997 128 5264 3530 
 219.995 2027 5442 3600 
 218.997 2203 5582 3761 
 218.997 2146 5480 3677 
 224.488 2028 5389 3712 
 218.997 148 5389 3628 
 219.995 2318 5333 3630 
 218.997 1969 5432 3612 
 215.974 143 5396 3598 
 218.497 127 5315 3670 
 1349 5231 3685 
 219.494 1943 5445 3695 
 218.497 2104 5695 3768 
 217.997 2516 5614 3832 
 1179 5604 3863 
 220.497 2350 5495 3690 
 216.492 2353 5377 3678 
 219.995 2537 5280 3497 
 220.995 2599 5224 3478 
 220.497 2418 5200 3543 
 222.997 2384 5302 3503 
 220.497 2237 5524 3679 
 220.995 118 5619 3887 
 219.995 2225 5750 4134 
 218.497 2717 5424 4018 
 217.997 117 5247 3795 
 218.997 2601 5021 3460 
 217.499 2344 4739 3246 
 218.497 2387 4752 3043 
 218.997 2219 4497 2931 
 219.995 145 4519 2789 
 222.997 134 4470 2783 
 220.497 215 4219 2710 
