radius area area area 
 216.492 2504 4248 1332 
 221.494 2468 4524 1349 
 220.995 2377 4472 1258 
 218.997 2403 4103 809 
 219.995 1991 4286 749 
 218.997 111 4102 996 
 220.497 2034 4114 1679 
 217.997 2438 4366 1241 
 220.497 155 4278 1778 
 216.492 2261 4218 1481 
 217.997 2068 4471 2174 
 217.997 2179 4361 1153 
 216.99 220 4165 872 
 217.499 2001 4079 919 
 219.995 1613 4068 382 
 216.492 1979 3941 1143 
 215.49 2054 4221 759 
 218.497 2689 4328 1480 
 219.494 2408 4290 1356 
 217.499 2283 4240 1224 
 220.497 113 4632 1799 
 222.492 2657 4512 2466 
 218.497 2632 4401 2402 
 220.497 2419 4201 2152 
 221.988 2257 4656 2166 
 218.497 163 4536 2258 
 215.974 122 4563 2289 
 217.997 2325 4278 2208 
 219.995 114 4332 2230 
 216.492 198 4653 2234 
 217.997 127 4381 2257 
 217.997 114 4474 2329 
 218.497 121 4539 
 218.997 2029 4599 2477 
 215.974 2442 4628 2474 
 216.492 2277 4554 2372 
 219.995 2119 4334 2342 
 219.494 2252 4242 2215 
 215.974 2215 4351 2247 
 217.997 2409 4460 1795 
 219.995 2231 4495 2469 
 218.497 2550 4599 2592 
 219.494 4688 2622 
 217.997 145 2693 
 217.997 2605 4696 2639 
 221.494 118 4581 2678 
 216.99 114 4631 1635 
 218.997 4812 2934 
 423.995 174 4787 2978 
 218.997 128 4782 2933 
 222.492 172 4869 2963 
 221.988 167 4808 2798 
 217.997 180 4911 1423 
 4814 2942 
 218.497 2713 4938 3001 
 218.497 4790 2970 
 218.497 129 4990 2990 
 219.995 111 4927 2765 
 222.997 153 4655 2722 
 221.494 137 4659 2536 
 217.997 206 4549 2518 
 225.999 175 4645 2442 
 219.494 18915 5396 2984 
 224.488 2052 5502 3294 
 1832 5495 3459 
 224.488 2011 5597 3499 
 219.494 111 5669 3587 
 217.997 2052 5690 3538 
 215.974 17248 5624 3566 
 220.497 2253 5564 3626 
 217.997 120 5706 3640 
 216.99 133 5933 3659 
 217.499 2029 5913 3976 
 2227 5796 3865 
 217.997 128 5861 3805 
 219.494 2066 5862 3851 
 219.494 1927 6012 3978 
 219.494 2274 5955 4034 
 224.975 2059 5888 3971 
 216.99 2214 6007 3873 
 218.997 2181 5937 3901 
 219.494 2174 5947 3827 
 215.974 129 5904 3842 
 218.497 2195 5822 3899 
 216.99 2092 5934 3925 
 218.997 1920 6078 3864 
 218.497 2098 6185 4027 
 217.997 2384 6149 4087 
