radius area area area 
 219.494 2584 4225 2234 
 217.499 2627 4203 2084 
 220.497 111 4458 1782 
 221.988 2897 4517 2468 
 218.497 2988 4388 2421 
 220.497 2679 4151 2143 
 221.988 2587 4648 1279 
 218.497 161 4529 2275 
 215.974 120 4547 2285 
 217.997 2504 4261 2199 
 219.995 2499 4339 2234 
 216.492 207 4643 2222 
 217.997 126 4385 2249 
 217.997 113 4490 2310 
 218.497 113 4537 2465 
 219.494 112 4612 2488 
 215.974 2462 4602 2462 
 216.492 2351 4557 2380 
 219.995 2102 4373 2331 
 219.494 2297 4234 1845 
 215.974 2266 4330 2269 
 217.997 2385 4444 1788 
 219.995 2189 4462 2361 
 218.497 2475 4608 2594 
 219.494 159 4703 2625 
 217.997 147 4678 2700 
 217.997 2470 4595 2637 
 219.494 124 4641 2687 
 216.99 121 4764 2801 
 219.995 131 4822 2920 
 423.995 172 4773 2951 
 218.997 129 4768 2940 
 222.492 173 4840 2970 
 221.988 174 4802 2801 
 217.997 180 4887 1430 
 218.997 2621 4836 2929 
 218.997 388 4912 2985 
 218.997 129 4802 2961 
 217.997 1892 4999 2973 
 220.497 2009 4925 2763 
 222.997 158 4644 2740 
 221.494 135 4655 2541 
 218.497 201 4534 2533 
 225.999 2378 4642 2456 
 219.494 111 5381 2986 
 224.488 2185 5518 3284 
 223.485 1952 5514 3462 
 224.488 2155 5634 3502 
 219.494 117 5658 3558 
 218.497 115 3531 
 215.974 12696 5609 3564 
 220.497 2387 5546 3609 
 217.997 118 5710 3676 
 216.99 136 5956 3674 
 217.499 2082 5900 3968 
 218.997 2248 5797 3842 
 217.997 125 5872 3823 
 219.494 2124 5883 3828 
 219.494 1973 5998 3934 
 219.494 2199 5968 4006 
 224.975 2097 5917 3983 
 216.99 113 6010 3871 
 218.997 2340 5926 3878 
 219.494 2265 5937 3800 
 215.974 115 5906 3855 
 218.497 2192 5839 3910 
 216.99 17805 5912 3920 
 218.997 1948 6104 3872 
 218.497 142 6146 4031 
 217.997 2396 6099 4087 
 136 6046 4098 
 217.997 2428 6032 3913 
 217.499 2297 5835 3936 
 219.995 2320 5867 3774 
 221.494 5732 3822 
 221.494 2452 6024 3759 
 218.997 2179 5991 3819 
 219.995 1920 6161 3993 
 221.494 121 6511 4210 
 219.995 1937 6486 4633 
 218.997 2264 6324 4621 
 219.494 118 6167 4324 
 218.497 2270 5890 4090 
 217.499 1946 5518 3761 
 216.99 2327 5460 3559 
 218.497 148 5260 3285 
 217.997 2170 5095 3172 
 219.995 133 5204 3080 
 218.997 2066 4793 2990 
 220.995 2182 5080 2829 
 221.494 163 4861 2851 
 219.494 116 5096 2751 
 217.499 2283 5037 2799 
 217.997 2522 4989 2714 
 218.497 2618 4925 2633 
 2633 4960 2695 
 218.997 2510 4816 2484 
 217.997 2736 4803 2529 
 219.494 2344 4859 2418 
 220.497 2372 4785 2458 
 216.99 111 4624 2226 
 218.497 2664 4501 2230 
 218.497 2580 4608 2126 
 218.497 111 4580 2099 
 220.497 2903 4601 2050 
 219.494 124 4573 2047 
 2706 4567 872 
 218.997 3078 4538 1832 
 218.497 124 4733 1470 
 217.997 358 4718 2128 
 219.494 2890 4639 2130 
 216.99 2797 4539 2003 
 218.997 143 4571 1329 
 216.99 206 4480 792 
 218.497 2723 4543 1296 
 216.99 2675 4678 1390 
 221.988 114 4637 1134 
 216.99 182 4446 892 
 218.997 2780 4199 756 
 219.494 2209 4223 650 
 219.995 2415 4124 1028 
 219.494 2620 4293 758 
 217.499 2536 4178 581 
 219.995 2383 4318 1039 
 218.997 2600 4598 724 
 218.997 247 4220 773 
 218.497 2294 4489 1827 
 217.997 2690 4371 2156 
 223.485 2322 4522 1334 
 219.995 2439 4677 1785 
 217.997 278 4471 2202 
 216.492 2442 4234 1342 
 221.494 2377 4515 1347 
 220.995 2351 4483 1254 
 218.997 2360 4104 809 
 219.995 1940 4268 736 
 218.997 114 4104 1019 
 220.497 2018 4127 1660 
 217.997 2371 4369 1245 
 220.497 150 4283 1768 
 216.492 2176 4231 1231 
 217.997 2054 4266 2155 
 217.997 2221 4370 1137 
 216.99 219 4161 884 
 217.499 2049 4075 904 
 219.995 1602 4017 369 
 216.492 2057 3931 1154 
 215.49 2154 4252 1886 
 218.497 2783 4288 1476 
 219.494 2513 4256 2233 
 217.499 2422 4223 1731 
 220.497 111 4621 1802 
 222.492 2671 4516 2468 
 218.497 2733 4408 2411 
 220.497 2509 4174 2134 
 221.988 2363 4634 2156 
 218.497 157 4550 2258 
 215.974 117 4553 2284 
 217.997 2442 4280 2197 
 219.995 2506 4324 2227 
 215.974 198 4633 2221 
 218.497 125 4361 2253 
 217.997 113 4473 2315 
 218.497 117 4536 2460 
 218.997 116 4599 2477 
 215.974 2552 4485 2458 
 216.99 2419 4545 2365 
 219.995 2177 4358 2330 
 219.494 2332 4258 2207 
 216.492 2251 4336 2241 
 218.497 2392 4448 2359 
 219.995 2214 4484 2461 
 218.497 2624 4632 2590 
 219.494 155 4694 2624 
 217.499 149 4684 2696 
 217.997 2635 4561 2643 
 219.995 117 4638 2694 
 216.99 111 4784 1618 
 219.494 129 4817 2912 
 424.498 176 4777 2945 
 218.497 124 4774 2927 
 222.492 177 4864 2975 
 221.988 175 4829 2810 
 217.997 187 4894 2902 
 218.997 2564 4799 2907 
 218.997 384 4937 2983 
 218.497 123 4772 2971 
 217.997 1860 4967 2970 
 220.497 1903 4935 2741 
 222.997 151 4668 2691 
 221.494 135 4665 2555 
 217.997 202 4522 2505 
 225.999 163 4657 2452 
 219.494 115 5394 2962 
 224.488 2020 5514 3285 
 220.995 1721 5507 3455 
 224.488 1927 5589 3498 
 219.494 111 5665 3578 
 217.997 2172 5687 3530 
 215.974 17307 5623 3556 
 220.497 2276 5549 3596 
 217.997 114 5713 3655 
 216.99 135 5934 3676 
 217.499 2056 5905 3958 
 218.997 2198 5800 3843 
 217.997 114 5864 3827 
 219.494 2013 5875 3840 
 219.494 1843 6030 3971 
 219.494 2182 5957 4031 
 224.975 2014 5893 3989 
 216.99 2296 6020 3872 
 219.494 2235 5921 3902 
 219.995 2228 5944 3830 
 215.974 120 5888 3842 
 218.497 2183 5832 3906 
 216.99 2078 5940 3919 
 219.494 2016 6087 3870 
 218.497 143 6189 4025 
 217.997 2487 6149 4109 
 219.995 118 6048 4059 
 217.997 2611 5999 3906 
 217.499 2476 5846 3925 
 219.995 2559 5880 3782 
 221.494 2707 5724 3832 
 221.988 113 5988 3753 
 219.494 2472 5880 3819 
 219.494 2183 6303 4010 
 221.494 120 6495 4196 
 219.995 2189 6496 4627 
 218.997 2537 6372 4645 
 219.494 118 6182 4347 
 218.497 2532 5893 4100 
 217.499 2178 5522 3736 
 216.99 2511 5377 3547 
 218.497 146 5260 3295 
 217.997 2271 5114 3188 
 219.995 131 5195 3094 
 218.997 177 4801 2991 
 220.995 2324 5068 2829 
 221.494 171 4885 2876 
 219.494 118 5085 2750 
 217.997 2354 5061 2794 
 217.997 2607 4972 2719 
 217.997 2672 4940 2642 
 216.492 2783 4943 2690 
 218.997 2528 4792 2512 
 217.997 2681 4779 2511 
 219.494 142 4839 2421 
 220.995 2353 4803 2443 
 216.99 112 4625 2210 
 218.497 2555 4493 2236 
 218.997 2392 4604 2106 
 218.497 119 4578 2121 
 220.497 113 4606 2064 
 219.494 123 4566 2049 
 216.99 2423 4555 882 
 218.497 2663 4554 1861 
 218.497 255 4760 1476 
 217.997 355 4720 2123 
 219.494 2528 4661 2141 
 216.99 2363 4563 2017 
 219.494 141 4572 950 
 216.99 299 4473 809 
 218.497 2525 4563 1292 
 217.499 128 4694 1405 
 221.988 111 4602 1157 
 216.99 196 4441 890 
 218.997 2562 4191 759 
 219.494 2110 4217 831 
 220.497 2296 4133 954 
 219.494 2487 4253 760 
 217.499 2411 4185 591 
 219.995 2350 4291 896 
 218.997 2591 4580 724 
 218.997 250 4218 786 
 218.497 2410 4501 1646 
 217.997 2821 4345 2154 
 223.485 2534 4489 1321 
 219.995 2653 4679 1786 
 217.997 277 4476 2201 
 216.492 2571 4241 1341 
 221.494 2536 4526 1347 
 220.995 2499 4507 1240 
 218.997 2498 4093 803 
 219.995 2053 4271 745 
 218.997 114 4118 1000 
 220.497 2189 4121 1656 
 217.997 2567 4333 1240 
 220.497 156 4267 1775 
 216.492 2330 4213 1482 
 218.497 2275 4489 2180 
 217.997 2323 4364 1138 
 216.99 217 4131 889 
 217.499 2216 4075 894 
 219.995 1601 4027 369 
 216.492 2099 3922 1137 
 215.49 2227 4215 1873 
 218.497 2751 4319 1477 
 219.494 2343 4283 2213 
 217.499 2319 4246 1746 
 220.497 113 4637 2278 
 222.492 2593 4518 2480 
 217.997 2651 4411 2405 
 220.497 2313 4202 2143 
 221.988 2199 4626 2139 
 218.497 158 4552 2276 
 216.492 126 4558 2283 
 217.997 2161 4283 2195 
 219.995 2238 4331 2211 
 215.974 142 4651 2229 
 218.497 122 4404 2242 
 217.997 115 4489 2316 
 218.497 118 4553 2459 
 218.997 113 4618 2483 
 215.974 2393 4673 2473 
 216.99 2241 4378 2362 
 219.995 2037 4328 2337 
 219.494 2212 4274 1836 
 215.974 2180 4346 2275 
 218.497 2325 4442 1791 
 219.995 2145 4469 2343 
 218.497 2441 4653 2601 
 219.494 159 4714 2599 
 217.997 155 4683 2705 
 217.997 2558 4585 2670 
 219.995 122 4636 2690 
 216.99 114 4948 2821 
 219.494 135 4842 2923 
 423.995 174 4778 2949 
 218.997 126 4729 2917 
 222.492 171 4833 2964 
 221.494 174 4894 2804 
 217.997 188 4848 1404 
 219.494 2677 4859 2935 
 218.497 387 4947 2983 
 218.997 129 4783 2952 
 218.497 2116 4968 2987 
 219.995 113 4919 2756 
 222.997 155 4675 2718 
 221.988 133 4653 2553 
 218.497 205 4531 2540 
 225.999 2603 4660 2445 
 219.494 111 5363 2970 
 224.488 2337 5529 3284 
 219.995 2032 5513 3458 
 224.488 2175 5590 3504 
 219.494 113 5658 3572 
 217.997 117 5682 3530 
 215.974 17366 5638 3559 
 220.497 2422 5545 3616 
 217.997 1105 5703 3663 
 216.99 134 5946 3666 
 217.499 2176 5913 3960 
 218.997 2340 5811 3856 
 217.997 127 5854 3780 
 219.494 2089 5882 3857 
 219.494 1924 6013 3961 
 219.494 2178 5947 4045 
 224.975 2024 5915 3977 
 216.99 2216 6002 3867 
 218.997 2254 5913 3892 
 219.494 2147 5948 3832 
 215.974 119 5890 3844 
 218.497 2168 5843 3900 
 216.99 17821 5936 3895 
 219.494 1855 6081 3869 
 218.497 1963 6148 4036 
 217.997 2362 6135 4085 
 219.995 2186 6048 4066 
 217.997 2299 6009 3905 
 218.497 2214 5840 3935 
 219.995 2278 5993 3777 
 221.494 2311 5730 3827 
 221.494 2318 5871 3755 
 219.494 2210 5995 3811 
 219.494 1876 6316 4005 
 221.494 116 6514 4210 
 219.995 2024 6498 4626 
 219.494 2304 6357 4624 
 219.995 115 6170 4340 
 218.497 2429 5881 4088 
 217.499 2099 5534 3744 
 216.99 2485 5425 3548 
 218.497 158 5230 3279 
 217.997 2275 5095 3161 
 219.995 129 5229 3087 
 218.997 198 4829 3002 
