radius area area area 
 219.494 2252 5034 2880 
 223.485 165 5092 2847 
 220.497 169 5153 2850 
 218.497 113 5052 2793 
 231.991 2398 5023 2739 
 219.995 2514 4942 2616 
 219.494 2761 4888 2667 
 216.492 2709 4938 2555 
 220.497 2570 4783 2439 
 217.997 2698 4825 2535 
 219.995 2140 4847 2428 
 219.995 2447 4770 2335 
 217.997 2813 4654 2238 
 221.494 2540 4496 2266 
 221.494 2463 4619 1260 
 218.497 2784 4688 2064 
 218.497 121 4617 2060 
 219.494 2649 4559 726 
 222.492 2497 4566 1393 
 245.991 2662 4558 2022 
 218.497 371 4757 2156 
 295.499 2421 4681 2160 
 221.494 2546 4657 2131 
 248.985 2174 4402 1031 
 219.494 137 4465 455 
 217.499 241 4594 1123 
 223.485 2615 4769 2090 
 217.499 119 4719 1118 
 227.995 207 4356 947 
 226.997 2161 4255 
 220.497 2218 4420 855 
 219.494 1711 4295 935 
 220.497 2039 4399 557 
 217.499 2313 4419 1002 
 220.497 2342 4484 904 
 220.497 2280 4473 574 
 218.997 327 4302 1056 
 217.997 173 4411 1165 
 222.492 2399 4515 663 
 219.494 2548 4430 1016 
 219.995 2389 4669 1261 
 219.995 294 1386 
 218.997 136 4491 1204 
 228.993 2362 4532 1148 
 217.499 2392 4538 1215 
 220.995 2350 4248 613 
 227.995 2258 4215 996 
 220.995 2142 4245 961 
 217.997 2138 4222 1181 
 220.995 117 4133 1139 
 218.497 138 4535 1476 
 219.995 4477 2279 
 218.497 2214 4380 1711 
 218.497 2437 4273 1051 
 262.998 114 4425 743 
 217.499 228 4136 758 
 216.99 2192 4044 442 
 220.995 2188 4042 1050 
 217.499 2219 4356 1521 
 216.492 2170 4515 1316 
 218.997 2870 4707 2326 
 218.997 2707 4349 2383 
 218.497 2864 895 
 226.997 2798 4499 2155 
 217.997 126 4309 2164 
 218.497 112 4578 1519 
 219.995 3011 4660 2414 
 223.485 2895 4491 2567 
 217.997 2690 4293 2359 
 217.499 2295 4247 2152 
 220.497 2497 4381 2254 
 171 4706 2196 
 2424 4442 2337 
 217.499 2187 
 217.997 2247 4524 2227 
