radius area area area 
 219.494 114 5082 2775 
 217.499 2509 5050 2829 
 217.499 2785 4981 2738 
 217.997 2805 4952 2648 
 216.492 3004 4985 2748 
 218.997 2686 4815 2487 
 217.997 2866 4786 2539 
 219.494 2426 4873 2425 
 220.497 2467 4784 2456 
 216.99 2611 4633 2234 
 218.497 2655 4483 2245 
 218.497 2481 4630 2151 
 218.497 112 4598 2135 
 219.995 115 4620 2039 
 219.494 123 4573 2041 
 216.99 2552 4574 755 
 219.995 2754 4592 2032 
 218.497 200 4764 1466 
 217.997 355 4715 2138 
 219.494 2613 4680 2162 
 216.492 2467 4574 711 
 218.997 142 4598 958 
 216.99 307 4520 830 
 218.497 2407 4580 1330 
 216.99 2331 4691 1387 
 221.988 114 4604 743 
 216.99 199 4491 1095 
 217.499 2434 4338 760 
 219.494 1832 4329 878 
 220.497 2085 4196 1173 
 219.494 2179 4320 796 
 217.499 2094 4230 617 
 219.995 2035 4488 931 
 218.997 2274 4419 759 
 218.997 191 4228 776 
 218.497 2173 4518 1985 
 218.497 2534 4392 1044 
 223.485 2181 4538 1371 
 219.995 2365 4693 1804 
 217.997 284 4358 1288 
 216.492 2428 4281 1334 
 221.494 2301 4566 1381 
 220.497 2303 4349 1235 
 218.997 2295 4126 831 
 219.995 1877 4328 754 
 218.997 113 4152 984 
 220.497 2018 4154 757 
 217.997 2444 4368 1292 
 220.995 158 4341 1846 
 216.492 2263 4292 1388 
 217.997 2160 4345 2226 
 217.997 2296 4401 1174 
 216.99 213 4179 873 
 217.997 2181 4083 900 
 219.494 4047 371 
 216.492 2194 3949 1175 
 215.974 2288 4260 1925 
 218.497 2923 4325 1484 
 219.494 2558 4249 2264 
 217.499 2576 4258 1753 
 220.497 118 4647 1816 
 221.988 2854 4549 2446 
 217.499 2983 4410 2409 
 220.497 2685 4200 2133 
 221.988 2564 4664 2187 
 218.497 159 4525 2279 
 215.974 119 4560 2302 
 217.997 2521 4273 2245 
 219.995 2493 4348 2224 
 216.492 205 4660 2227 
 217.997 129 4363 2267 
 217.997 117 4486 2314 
 218.497 120 4539 2480 
 218.997 114 4609 2483 
 215.974 2423 4479 2487 
 216.99 2278 4578 2377 
 219.995 2309 4434 2318 
 219.494 2296 4258 1857 
 215.974 2208 4344 2259 
 218.497 2370 4451 1788 
 219.995 2169 4511 2487 
 218.497 2491 4623 2615 
 219.494 156 4712 2607 
 217.997 149 4692 2704 
 217.997 2527 4583 2636 
 219.494 122 4652 2734 
 216.99 111 4966 1626 
 219.494 134 4813 2949 
 423.995 178 4788 3021 
 218.997 124 4777 2966 
 221.494 138 4851 3026 
 221.494 174 4828 2834 
 218.497 185 4885 1428 
 2576 4825 2931 
 218.997 389 4955 2975 
 218.497 170 4819 2943 
 1888 5009 2997 
 219.995 112 4930 2762 
 222.997 155 4687 2679 
 221.988 137 4671 2583 
 217.997 200 4551 2525 
 225.999 127 4662 2400 
 219.494 13610 5388 3025 
 224.488 2207 5527 3290 
 1968 5517 3439 
 224.488 2083 5621 3562 
 219.494 115 5676 3582 
 217.997 122 5673 3531 
 215.974 17378 5606 3582 
 220.497 2443 5560 3586 
 217.997 119 5675 3659 
