radius area area area 
 219.995 1981 5612 3823 
 221.988 121 5741 3937 
 219.995 2127 5684 4212 
 219.995 2355 5335 4043 
 219.995 119 5168 3785 
 218.497 2552 4997 3521 
 217.499 2167 4652 3295 
 217.499 2589 4486 3116 
 218.497 155 4467 2926 
 217.997 140 4406 2862 
 219.995 141 4485 2831 
 218.997 211 4180 2767 
 219.995 2516 4181 2600 
 221.494 178 4146 1527 
 219.494 128 4172 2499 
 217.499 2533 4157 2553 
 217.499 2792 4141 2509 
 218.497 2773 4148 2457 
 216.492 2990 4125 2504 
 218.997 2663 4048 2289 
 217.997 2815 3973 2312 
 219.494 166 4012 2262 
 220.497 2467 3976 1586 
 216.99 112 3832 2042 
 218.497 2596 3701 2034 
 217.997 2498 3773 1044 
 218.497 123 3785 1066 
 220.497 117 3762 1861 
 219.494 130 3774 1846 
 216.99 2571 3766 804 
 218.497 2821 3718 1190 
 217.997 209 3923 1039 
 217.997 369 3930 1461 
 219.494 2563 3921 937 
 217.499 2474 3815 636 
 218.997 144 3735 875 
 216.99 333 3645 719 
 218.497 2336 3745 701 
 216.99 139 3777 622 
 221.988 113 3751 658 
 216.492 195 3563 487 
 217.997 2287 3496 387 
 219.494 1791 3493 587 
 220.497 2068 3495 708 
 217.997 2168 3422 644 
 217.499 2116 3378 496 
 219.995 2041 3387 737 
 219.494 2257 3581 627 
 218.497 166 3527 678 
 218.497 2150 3586 1100 
 218.497 2458 3653 880 
 225.999 2211 3561 1052 
 219.995 2316 3644 911 
 217.997 118 3492 757 
 216.492 2338 3454 675 
 220.995 2294 3531 902 
 221.988 2240 3500 1008 
 218.997 2253 3234 687 
 219.995 1846 3283 522 
 220.497 117 3299 692 
 220.497 1955 3244 614 
 218.497 2414 3305 826 
 219.995 159 3372 1040 
 216.99 2245 3440 1025 
 217.997 2098 3448 679 
 218.497 2243 3421 971 
 217.499 234 3400 285 
 430.999 2183 3337 811 
 407.995 3257 321 
 216.492 2167 3308 998 
 215.974 2224 3599 696 
 219.494 2875 3746 1256 
 219.995 2506 3651 1228 
 216.99 2599 3577 1030 
 120 3813 1414 
 222.492 2836 3939 1501 
 217.499 2962 3763 2212 
 220.995 2715 3605 1270 
 221.988 2518 3750 1167 
 218.497 163 3916 2064 
 215.974 124 3767 2085 
 218.497 2488 3711 1977 
 219.995 2414 3753 2030 
 216.99 210 3806 1990 
 218.497 127 3849 2053 
 217.997 120 3901 2170 
 218.497 125 3980 2286 
 218.997 2005 3999 2282 
 215.974 2393 3866 2259 
 216.99 2214 3650 2154 
 219.995 2050 3725 2086 
 218.497 2222 3640 1671 
 215.974 2166 3663 2025 
 218.997 2300 3810 1599 
 220.497 2121 3838 2100 
 218.497 2468 3940 2370 
 218.997 167 4016 2373 
 219.995 154 4044 2433 
 217.997 2464 4008 2437 
 217.499 124 3986 1463 
 216.99 122 4107 1483 
 218.497 137 4211 2643 
 424.498 124 4064 2684 
 217.997 2214 4065 2536 
 219.995 144 3942 2532 
 219.494 184 3928 637 
 219.494 190 4065 1374 
 1698 4092 1861 
 218.997 394 4285 2699 
 218.497 132 4210 2704 
 217.499 1850 4278 2683 
 219.995 114 4229 2513 
 222.997 158 4050 2436 
 220.995 128 4036 2342 
 219.494 204 3939 2317 
 223.485 165 4075 2250 
 219.494 8404 4705 2764 
 229.486 17430 4946 3063 
 1918 4997 3201 
 224.975 2047 5045 3281 
 219.494 126 5132 3345 
 217.499 119 5144 3301 
 216.492 112 5094 3345 
 219.995 2345 4939 3337 
 217.997 1162 5050 3393 
 216.99 131 5403 3407 
 217.499 2069 5401 3751 
 218.497 112 5255 3598 
 217.997 129 5289 3586 
 219.494 2147 5399 3641 
 222.997 1835 5502 3706 
 220.497 2235 5442 3784 
 223.986 112 5386 3770 
 216.99 112 5461 3629 
 219.494 2308 5334 3650 
 221.988 2237 5416 3620 
 215.974 144 5373 3632 
 218.497 116 5258 3692 
 215.974 17582 5291 3721 
 218.997 1924 5509 3654 
 218.497 2039 5660 3840 
 219.995 2353 5624 3888 
 219.995 117 5474 3902 
 217.997 2430 5439 3716 
 217.499 2249 5255 3681 
 219.995 2299 5203 3568 
 222.997 2431 5153 3590 
 222.492 2271 5285 3548 
 218.997 2138 5283 3606 
 219.995 1881 5593 3809 
 221.988 124 5716 3929 
