radius area area area 
 217.997 2313 5298 3661 
 217.997 131 5279 3566 
 219.494 2013 5445 3612 
 218.997 2055 5604 3756 
 218.997 1993 5494 3697 
 224.488 2054 5378 3737 
 218.997 152 5364 3609 
 219.995 2256 5373 3670 
 218.997 2056 5463 3632 
 215.974 128 5410 3620 
 222.997 127 5340 3657 
 954 5254 3703 
 219.494 1913 5460 3670 
 218.497 2082 5701 3788 
 217.499 2501 5618 3862 
 1198 5592 3886 
 220.497 2258 5491 3717 
 216.492 2153 5391 3685 
 219.995 2407 5274 3524 
 220.995 2435 5264 3517 
 220.497 2291 5226 3566 
 223.485 2316 5289 3501 
 219.995 2085 5536 3670 
 220.497 113 5658 3928 
 219.995 112 5792 4171 
 218.497 2596 5482 4101 
 218.497 123 5278 3865 
 218.997 2572 5061 3513 
 217.499 2266 4779 3261 
 218.497 2409 4794 3091 
 218.497 2273 4507 2988 
 219.995 154 4562 2824 
 222.997 138 4513 2822 
 219.995 214 4226 2732 
 218.997 2510 4245 2565 
 218.497 2590 4227 1224 
 217.499 2516 4273 2513 
 218.497 117 4164 2502 
 217.997 2625 4180 2519 
 218.997 2648 4148 2487 
 217.499 2727 4157 2511 
 218.497 2693 4082 2304 
 217.997 2840 4022 2274 
 219.494 167 4013 739 
 221.494 2604 4033 1357 
 216.99 123 3881 2097 
 218.497 2688 3746 2048 
 216.99 2250 3743 1952 
 218.997 2661 3785 1280 
 218.997 3108 3757 1897 
 219.494 128 3746 1877 
 218.497 2531 3698 829 
 218.997 2758 3710 1059 
 218.497 2239 3912 1033 
 217.997 370 3900 990 
 219.995 3892 810 
 229.486 2381 3792 542 
 218.497 137 3768 785 
 216.99 323 3662 538 
 220.995 150 3733 964 
 216.99 3822 991 
 217.997 115 3775 873 
 216.492 206 3616 677 
 216.99 2111 3506 555 
 219.995 1727 3508 453 
 220.497 2078 3573 635 
 216.99 2088 3511 548 
 217.499 2089 3383 384 
 220.497 2075 3480 680 
 218.497 2240 3597 535 
 217.997 296 3551 585 
 217.499 2134 3617 1144 
 218.497 2463 3661 664 
 220.497 2304 3617 1027 
 1874 3654 931 
 218.997 118 3599 647 
 216.492 12324 3583 966 
 1219 3557 929 
 220.497 2478 3509 866 
 221.494 2056 3448 606 
 219.494 2049 3282 554 
 218.497 112 3343 772 
 219.995 2220 3448 385 
 217.997 121 3281 952 
 219.494 157 3425 922 
 216.99 2229 3510 985 
 217.499 2227 3607 924 
 218.497 2238 3427 514 
 228.475 220 3409 614 
 216.99 240 3386 577 
 217.997 2239 3352 873 
 215.974 2307 3593 702 
 217.997 2532 3627 1096 
 218.997 2545 3676 892 
 216.99 2451 3620 954 
 225.494 111 3738 1420 
 222.492 3228 4025 1467 
 217.499 2968 3855 1499 
 220.995 2611 3640 1034 
 220.995 2769 3764 1937 
 218.497 218 3908 1997 
 215.974 121 3828 2099 
 218.497 125 3787 1977 
 219.995 2308 3749 2023 
 216.492 218 3787 1936 
 218.497 123 3788 2026 
 217.997 122 3928 2126 
 218.497 129 4006 2221 
 219.494 1263 4016 2324 
 216.492 2412 3906 2293 
 216.492 2189 3678 2126 
 220.497 2070 3723 2062 
 217.997 2063 3718 1492 
 215.974 2070 3645 2019 
 218.997 2280 3796 1328 
 217.499 2161 3822 1841 
 217.997 2387 3905 2269 
 230.997 153 3988 2319 
 217.499 2335 4075 2476 
 217.997 111 4046 2403 
 219.494 120 3974 2432 
 216.492 1491 4137 1173 
 218.497 127 4212 1677 
 421.995 126 4268 2697 
 216.99 112 4052 2546 
 221.494 148 3910 2480 
 217.499 2193 3983 2388 
 218.997 190 4072 1186 
 218.997 4103 1600 
 220.995 369 4302 2373 
 218.997 143 4222 2678 
 218.497 2151 4208 2641 
 218.997 1493 4248 2491 
 222.997 150 4067 2375 
 224.975 2054 3976 2271 
 218.497 207 3947 2315 
 220.995 160 3937 2199 
 222.492 1861 4682 2723 
 221.494 2461 4980 3039 
 219.494 1872 4981 3112 
 220.497 2186 5089 3304 
 220.995 137 5105 3342 
 216.492 130 5122 3362 
 216.99 116 5141 3304 
 218.497 2307 4975 3339 
 217.997 125 5052 3317 
 217.997 125 5435 3375 
 216.99 2139 5419 3721 
 217.997 2397 5308 3656 
 217.997 133 5295 3547 
 219.494 2092 5454 3599 
 218.997 2114 5608 3751 
 218.997 2149 5495 3705 
 224.975 2185 5385 3699 
 218.997 151 5392 3633 
 219.995 2409 5354 3640 
 218.997 2050 5440 3605 
 215.974 137 5407 3597 
 222.997 132 5338 3650 
 995 5251 3659 
 219.494 1969 5482 3687 
 218.497 2113 5701 3780 
 217.997 2514 5639 3867 
 1206 5591 3911 
 220.497 2276 5496 3728 
 216.492 2177 5397 3690 
 219.995 2335 5296 3514 
 220.995 2401 5269 3522 
 220.497 2175 5227 3557 
 223.485 2176 5276 3487 
 219.995 1924 5535 3681 
 220.995 114 5672 3924 
 219.995 1899 5804 4182 
 218.497 2379 5477 4101 
 217.997 119 5288 3848 
 218.997 2225 5053 3509 
 217.499 2019 4782 3297 
