radius area area area 
 218.497 143 5253 3308 
 217.997 135 5118 3173 
 219.995 125 5208 3090 
 218.997 205 4840 3009 
 220.995 2526 5075 2834 
 221.494 163 4866 2874 
 219.494 117 5074 2740 
 217.499 2521 5025 2803 
 217.997 2720 5000 2731 
 217.997 2737 4934 2634 
 216.492 2865 4958 2695 
 218.997 2605 4797 2482 
 217.997 2769 4791 2525 
 219.494 2377 4851 2421 
 220.497 2386 4774 2473 
 216.99 119 4626 2210 
 218.497 2626 4493 2247 
 218.497 2513 4611 2114 
 218.497 120 4583 1515 
 220.497 113 4614 2078 
 219.494 125 4567 2035 
 216.99 2567 4583 886 
 218.497 2803 4587 1864 
 218.497 198 4764 1469 
 217.997 360 4699 2112 
 219.494 2534 4685 2143 
 216.99 2443 4543 1992 
 219.494 141 4602 1072 
 216.99 298 4504 808 
 218.497 2324 4539 1296 
 217.499 126 4669 1412 
 221.988 111 4581 1156 
 216.99 195 4435 1070 
 217.499 2340 4312 749 
 219.494 1832 4282 646 
 220.497 2092 4147 1140 
 219.494 2226 4264 761 
 217.499 2125 4186 588 
 219.995 2088 4463 1027 
 218.997 2299 4560 713 
 218.997 242 4194 786 
 218.497 2194 4498 1835 
 218.497 2653 4362 2154 
 223.986 2342 4481 1315 
 219.995 2428 2224 
 217.997 271 4455 2192 
 216.492 2422 4229 1338 
 221.494 2355 4530 1344 
 220.497 2369 4468 1251 
 218.997 2328 4077 796 
 219.995 1923 4283 735 
 219.494 111 4104 983 
 220.497 4295 1652 
 217.997 2071 4328 1242 
 220.995 2520 4254 1781 
 216.492 2355 4245 1467 
 217.997 2188 4290 2168 
 217.997 2310 4357 1147 
 217.499 221 4148 881 
 217.499 2203 4067 912 
 1603 3988 369 
 216.492 2191 3928 1155 
 215.49 2304 4215 749 
 218.497 2875 4299 1466 
 219.494 2567 4244 2214 
 217.499 2596 4201 2088 
 220.497 117 4617 2270 
 222.492 2856 4525 2464 
 218.497 2911 4400 2413 
 220.497 2600 4186 2148 
 2433 4634 2141 
 218.497 156 4542 2268 
 215.974 124 4567 2278 
 217.997 2416 4280 2200 
 219.995 4324 2228 
 215.974 191 4642 2217 
 217.997 125 4374 2240 
