radius area area area 
 220.497 2064 4326 753 
 218.997 112 4130 1051 
 220.497 2161 4209 1717 
 217.997 2511 4426 1293 
 220.497 156 4357 2189 
 216.492 2261 4317 1506 
 217.997 2114 4351 2223 
 217.997 2234 4414 2052 
 216.99 220 4216 900 
 217.499 2014 4109 937 
 219.494 1613 4065 387 
 216.492 1970 3978 1181 
 215.49 2067 4239 771 
 218.497 2620 4328 1507 
 219.494 2298 4301 2252 
 217.499 2271 4264 2112 
 220.497 114 4597 2279 
 221.988 2518 4543 2477 
 217.499 2545 4407 2441 
 220.497 2315 4191 2151 
 221.988 2172 4610 2156 
 218.497 180 4559 2265 
 215.974 125 4561 2284 
 217.997 2218 4304 2210 
 219.995 116 4364 2259 
 216.492 159 4638 2234 
 218.497 124 4395 2250 
 217.997 116 4462 2330 
 218.497 119 4596 2449 
 218.997 113 4651 2505 
 215.974 2363 4676 2502 
 216.99 2265 4370 2403 
 220.497 2403 4427 2329 
 218.997 2207 4268 1856 
 216.492 2174 4360 2300 
 217.997 2354 4448 1807 
 219.995 2145 4529 2368 
 218.497 2512 4627 2587 
 219.494 156 4722 2641 
 217.499 142 4704 2732 
 217.997 2588 4603 2680 
 219.494 112 4620 2692 
 216.99 2007 4964 2816 
 219.494 130 4857 2941 
 423.995 175 4765 2973 
 218.497 126 4769 2933 
 222.492 147 4850 2972 
 221.988 174 4859 2821 
 218.497 189 4908 2941 
 218.997 2743 4844 2956 
 218.997 378 4925 3006 
 218.497 131 4800 2999 
 217.997 2171 5001 2987 
 219.995 2272 4939 2777 
 222.997 155 4665 
 221.988 136 4674 2742 
 217.997 207 4531 2532 
 223.485 159 4636 2463 
 219.494 115 5381 3009 
 224.975 2179 5528 3266 
 223.485 1929 5521 3476 
 223.986 2113 5575 3501 
 219.494 116 5699 3538 
 217.997 117 5683 3545 
 215.974 2100 5640 3556 
 220.497 2359 5557 3631 
 217.997 113 5699 3667 
 216.99 134 5936 3691 
 217.499 2078 5919 3970 
 218.997 2221 5821 3868 
 217.997 121 5863 3803 
 219.494 2059 5914 3868 
 219.494 1882 6061 3957 
 218.997 2120 5953 4053 
 224.975 2022 5915 3966 
 216.99 2226 5987 3901 
 218.997 2218 5934 3907 
 219.494 2126 5932 3834 
 215.974 112 5910 3856 
 218.497 2202 5859 3910 
 216.99 5913 3908 
 218.997 1898 6102 3883 
 218.497 2022 6172 4031 
 217.997 2337 6124 4100 
 219.995 1074 6077 4066 
 217.997 2445 6017 3928 
 218.497 2235 5862 3944 
 219.995 2362 5884 3802 
 2502 5752 3844 
 221.988 114 6035 3769 
 219.494 2324 5970 3818 
 219.995 2040 6312 4024 
 118 6534 4227 
 219.995 2156 6514 4651 
 219.494 2466 6412 4635 
 219.494 115 6249 4365 
 2633 5902 4138 
 217.499 2247 5557 3758 
 217.499 2613 5408 3578 
 150 5288 3322 
